row	word	verdicts	sweep_s	first_in_list	rc	diverged	platform	tree	wall_s	post_s
net/http	DIVERGED	1387	376	1	1	17	windows/amd64	47e088d3d72f703d494e9efcd6777d404a4cc947	376	1
